x-axis,1,2
second,Volt,Volt
-2.500000,0.013925,0.336712
-2.497499,0.007700,0.330486
-2.494997,0.004964,0.327750
-2.492496,0.008215,0.331001
-2.489995,-0.011419,0.311368
-2.487494,0.022642,0.345428
-2.484992,-0.004369,0.318418
-2.482491,0.030626,0.353413
-2.479990,0.012149,0.334936
-2.477489,-0.001664,0.321123
-2.474987,0.013625,0.336412
-2.472486,-0.004860,0.317926
-2.469985,-0.007558,0.315229
-2.467484,0.024064,0.346850
-2.464982,-0.007835,0.314952
-2.462481,0.012446,0.335232
-2.459980,0.021173,0.343960
-2.457479,-0.020416,0.302370
-2.454977,-0.009122,0.313664
-2.452476,0.029533,0.352320
-2.449975,0.000453,0.323240
-2.447474,-0.003117,0.319669
-2.444972,-0.006182,0.316604
-2.442471,0.009192,0.331978
-2.439970,-0.021564,0.301223
-2.437469,-0.012484,0.310303
-2.434967,0.048595,0.371381
-2.432466,0.023015,0.345801
-2.429965,-0.003451,0.319335
-2.427464,-0.010730,0.312056
-2.424962,-0.005020,0.317766
-2.422461,0.004124,0.326911
-2.419960,0.003489,0.326276
-2.417459,-0.009557,0.313230
-2.414957,-0.007714,0.315072
-2.412456,-0.021840,0.300947
-2.409955,-0.002250,0.320536
-2.407454,0.023274,0.346060
-2.404952,-0.012625,0.310161
-2.402451,-0.004226,0.318561
-2.399950,-0.014828,0.307958
-2.397449,0.012686,0.335472
-2.394947,0.002552,0.325338
-2.392446,0.018911,0.341698
-2.389945,-0.023599,0.299188
-2.387444,0.017590,0.340376
-2.384942,-0.007930,0.314857
-2.382441,0.014510,0.337296
-2.379940,-0.005142,0.317644
-2.377439,0.019865,0.342652
-2.374937,-0.002308,0.320478
-2.372436,0.010830,0.333616
-2.369935,-0.011320,0.311466
-2.367434,0.019313,0.342100
-2.364932,0.004930,0.327716
-2.362431,0.011822,0.334609
-2.359930,-0.021747,0.301040
-2.357429,-0.004452,0.318334
-2.354927,0.002476,0.325263
-2.352426,0.001634,0.324421
-2.349925,0.038095,0.360882
-2.347424,0.003413,0.326200
-2.344922,0.000067,0.322854
-2.342421,-0.017807,0.304980
-2.339920,-0.006352,0.316434
-2.337419,0.022256,0.345042
-2.334917,0.001014,0.323801
-2.332416,0.004852,0.327638
-2.329915,0.006566,0.329353
-2.327414,0.008497,0.331283
-2.324912,0.039043,0.361830
-2.322411,0.017628,0.340414
-2.319910,0.006273,0.329059
-2.317409,0.006642,0.329428
-2.314907,0.006055,0.328841
-2.312406,0.011149,0.333936
-2.309905,0.015948,0.338734
